Id,Client,Product name,On hand,Pos,Asin,Retailer sku
53fc2d6b3bae3e6f9400011c,Toys R Us,PSP 4GB MEMORY STICK MICRO W/ DUO ADAPT ,0,0,98583.0,99740
53fc2d6b3bae3e6f9400011b,Toys R Us,PSPGO COMPONENT AV CABLE                ,0,0,98563.0,986380
53fc2d6b3bae3e6f9400011a,Toys R Us,PSPGO AC ADAPTER                        ,0,0,98561.0,986208
53fc2d6b3bae3e6f94000119,Toys R Us,PSP-BATTERY PACK 2000                   ,0,0,98552.0,425842
53fc2d6b3bae3e6f94000118,Toys R Us,PSP AC ADAPTER                          ,9,0,98522.0,468177
53fc2d6b3bae3e6f94000117,Toys R Us,PSP 8GB MEMORY STICK MICRO W/ DUO ADAPT ,110,1,98579.0,99759
53fc2d6b3bae3e6f94000116,Toys R Us,PSP 2GB MEMORY STICK MICRO W/ DUO ADAPT.,58,0,98582.0,99635
53fc2d6b3bae3e6f94000115,Toys R Us,PSP-EXTENDED BATTERY LIFE KIT (PSP420U) ,4,0,98560.0,854808
53fc2d6b3bae3e6f94000114,Toys R Us,PSP-TRAVELER CASE 2000                  ,30,0,98590.0,140643
53fc2d6b3bae3e6f94000113,Toys R Us,PSP STARTER KIT                         ,23,0,98588.0,983284
53fc2d6b3bae3e6f94000112,Toys R Us,PSP-MADDEN 11 BUNDLE,0,0,98918.0,47163
53fc2d6b3bae3e6f94000111,Toys R Us,PSP-GO BLACK                            ,1,0,98513.0,921238
53fc2d6b3bae3e6f94000110,Toys R Us,PSP-GRAN TURISMO ENT PACK               ,0,0,98909.0,58866
53fc2d6b3bae3e6f9400010f,Toys R Us,PSP-HANNAH MONTANA ENT PK LILAC         ,0,0,98899.0,892017
53fc2d6b3bae3e6f9400010e,Toys R Us,PSP-GO WHITE                            ,0,0,98514.0,986011
53fc2d6b3bae3e6f9400010d,Toys R Us,PSP-GOW GHOST OF SPARTA ENT PACK        ,0,0,98924.0,64726
53fc2d6b3bae3e6f9400010c,Toys R Us,PSP 3000 MADDEN 12 NFS SHIFT BUNDLE     ,0,0,98869.0,220493
53fc2d6b3bae3e6f9400010b,Toys R Us,PSP-INVIZIMALS ENT PACK                 ,0,0,98872.0,55530
53fc2d6b3bae3e6f9400010a,Toys R Us,PSP FIFA CARS BUNDLE                    ,11,0,98865.0,232033
53fc2d6b3bae3e6f94000109,Toys R Us,PSP CORE 3000 BLACK                     ,84,0,98898.0,677000
53fc2d6b3bae3e6f94000108,Toys R Us,BLACK DUALSHOCK3 RATCHET&CLANK COL      ,22,1,99136.0,20179
53fc2d6b3bae3e6f94000107,Toys R Us,RED DUALSHOCK3  GOW SAGA    ,15,0,99116.0,20171
53fc2d6b3bae3e6f94000106,Toys R Us,BLUE DUALSHOCK 3 INFAMOUS COL   ,43,0,99115.0,20173
53fc2d6b3bae3e6f94000105,Toys R Us,PS3-DS3 BUNDLE-DS3 URBAN CAMO KILLZONE 3,0,0,99063.0,692107
53fc2d6b3bae3e6f94000104,Toys R Us,PS3-DS3 BUNDLE BLACK-RESISTANCE 1&2 COLL,17,0,98338.0,810711
53fc2d6b3bae3e6f94000103,Toys R Us,PS3-DS3 BUNDLE MET-BLUE UNCHARTED 1&2   ,0,0,98337.0,810681
53fc2d6b3bae3e6f94000102,Toys R Us,PS3-DS3-RED GOD OF WAR:ORIGINS COLLECTIO,28,1,98336.0,810673
53fc2d6b3bae3e6f94000101,Toys R Us,PS3-DS3 BLUE RATCHET CLANK CRACK BUNDLE ,1,0,98303.0,811009
53fc2d6b3bae3e6f94000100,Toys R Us,PS3-DS3 RED GOD OF WAR COL BUNDLE       ,0,0,98302.0,810991
53fc2d6b3bae3e6f940000ff,Toys R Us,PS3-DS3 BLACK LITTLE BIG GOTY BUNDLE    ,0,0,98301.0,810819
53fc2d6b3bae3e6f940000fe,Toys R Us,PS3 MINECRAFT,1761,231,3000386.0,772682
53fc2d6b3bae3e6f940000fd,Toys R Us,PS3-JAK & DAXTER COLLECTION             ,38,0,99272.0,800759
53fc2d6b3bae3e6f940000fc,Toys R Us,PS3-GRAN TURISMO 5 XL EDITION           ,58,1,99267.0,789879
53fc2d6b3bae3e6f940000fb,Toys R Us,PS3 BEST OF PSN VOLUME 1,274,5,99258.0,770474
53fc2d6b3bae3e6f940000fa,Toys R Us,PS3-RATCHET AND CLANK:INTO THE NEXUS,127,4,99255.0,772353
53fc2d6b3bae3e6f940000f9,Toys R Us,PS3-GRAN TURISMO 6,303,5,99246.0,772264
53fc2d6b3bae3e6f940000f8,Toys R Us,PS3 MLB 14,395,19,99236.0,774308
53fc2d6b3bae3e6f940000f7,Toys R Us,PS3-RESISTANCE TRILOGY COLLECTION  ,43,1,99185.0,770652
53fc2d6b3bae3e6f940000f6,Toys R Us,PS3-RATCHET & CLANK:FULL FRONTAL ASSAULT,62,0,99172.0,770812
53fc2d6b3bae3e6f940000f5,Toys R Us,PS3-PUPPETEER,189,2,99151.0,772256
53fc2d6b3bae3e6f940000f4,Toys R Us,PS3-THE LAST OF US,455,8,99146.0,771727
53fc2d6b3bae3e6f940000f3,Toys R Us,PS3-BEYOND,347,1,99145.0,772262
53fc2d6b3bae3e6f940000f2,Toys R Us,PS3-GOD OF WAR ASCENSION,900,4,99144.0,771087
53fc2d6b3bae3e6f940000f1,Toys R Us,PS3-MLB 13,142,1,99143.0,771010
53fc2d6b3bae3e6f940000f0,Toys R Us,PS3-SLY COOPER THIEVES IN TIME,127,3,99142.0,771152
53fc2d6b3bae3e6f940000ef,Toys R Us,PS3-LITTLE BIG PLANET KARTING        ,304,2,99141.0,873047
53fc2d6b3bae3e6f940000ee,Toys R Us,PS3-KILLZONE COLLECTION - 2DISC         ,49,2,99140.0,770358
53fc2d6b3bae3e6f940000ed,Toys R Us,PS3-ALL STARS: BATTLE ROYALE,131,1,99139.0,873071
53fc2d6b3bae3e6f940000ec,Toys R Us,PS3-UNCHARTED 3 GAME OF THE YEAR EDITION,190,2,99113.0,874213
53fc2d6b3bae3e6f940000eb,Toys R Us,PS3-RATCHET CLANK COLLECTION            ,137,5,99112.0,782696
53fc2d6b3bae3e6f940000ea,Toys R Us,PS3-JOURNEY COMPILATION-FLOWER-FLOW-JRN ,237,1,99111.0,873519
53fc2d6b3bae3e6f940000e9,Toys R Us,PS3-INFAMOUS 1&2 DUAL PACK              ,128,1,99110.0,874205
53fc2d6b3bae3e6f940000e8,Toys R Us,PS3-GOD OF WAR SAGA DUAL PACK           ,125,-1,99109.0,874191
53fc2d6b3bae3e6f940000e7,Toys R Us,PS3 RESISTANCE 1&2 DUAL PACK            ,268,0,98376.0,777935
53fc2d6b3bae3e6f940000e6,Toys R Us,PS3-UNCHARTED 1&2 DUAL PACK             ,80,0,98375.0,782726
53fc2d6b3bae3e6f940000e5,Toys R Us,PS3-EVERYBODY DANCE                     ,69,0,98365.0,802360
53fc2d6b3bae3e6f940000e4,Toys R Us,PS3-WONDERBOOK: BOOK OF SPELLS      ,77,0,98359.0,873020
53fc2d6b3bae3e6f940000e3,Toys R Us,PS3-MLB 12 THE SHOW                     ,48,0,98295.0,814784
53fc2d6b3bae3e6f940000e2,Toys R Us,PS3-GOD OF WAR ORIGINS COLLECTION       ,110,1,98289.0,788317
53fc2d6b3bae3e6f940000e1,Toys R Us,PS3 MOVE DEADMUND'S QUEST               ,124,0,98279.0,801658
53fc2d6b3bae3e6f940000e0,Toys R Us,PS3 MOVE-SPORTS CHAMPIONS 2,116,0,98278.0,770482
53fc2d6b3bae3e6f940000df,Toys R Us,PS3 MOVE CARNIVAL ISLAND                ,63,0,98271.0,801674
53fc2d6b3bae3e6f940000de,Toys R Us,MOVE KUNG FU RIDER                      ,51,0,98270.0,772461
53fc2d6b3bae3e6f940000dd,Toys R Us,PS3 MOVE - HIGH VELOCITY BOWLING        ,0,0,98261.0,786551
53fc2d6b3bae3e6f940000dc,Toys R Us,PS3-ICO/SHADOW OF THE COLOSSUS COLLECT  ,245,0,98259.0,789526
53fc2d6b3bae3e6f940000db,Toys R Us,PS3-UNCHARTED 2   GAME OF THE YEAR      ,69,0,98257.0,801321
53fc2d6b3bae3e6f940000da,Toys R Us,MOVE - THE FIGHT                        ,68,1,98255.0,777412
53fc2d6b3bae3e6f940000d9,Toys R Us,F-PS3-GOD OF WAR 1 & 2                  ,0,0,98253.0,828238
53fc2d6b3bae3e6f940000d8,Toys R Us,F-PS3-GOD OF WAR 3                      ,31,1,98252.0,826472
53fc2d6b3bae3e6f940000d7,Toys R Us,PS3-MLB 11                              ,24,1,98251.0,817260
53fc2d6b3bae3e6f940000d6,Toys R Us,PS3 PSN MOVE HEROES                     ,92,0,98248.0,828130
53fc2d6b3bae3e6f940000d5,Toys R Us,MOVE - SLY COLLECTION                   ,0,0,98246.0,772283
53fc2d6b3bae3e6f940000d4,Toys R Us,PS3-LITTLE BIG PLANET 2                 ,27,0,98245.0,772615
53fc2d6b3bae3e6f940000d3,Toys R Us,PS3-MOTORSTORM APOCALYPSE               ,51,0,98242.0,824232
53fc2d6b3bae3e6f940000d2,Toys R Us,PS3-MOVE I-PET & FRIENDS                ,226,2,98235.0,801577
53fc2d6b3bae3e6f940000d1,Toys R Us,PS3-KILLZONE 3                          ,91,0,98234.0,814172
53fc2d6b3bae3e6f940000d0,Toys R Us,PS3-UNCHARTED 3                         ,13,0,98233.0,776335
53fc2d6b3bae3e6f940000cf,Toys R Us,PS3-GOD OF WAR 1&2 COLLECTION           ,129,2,98229.0,787779
53fc2d6b3bae3e6f940000ce,Toys R Us,MOVE - TV SUPERSTARS                    ,0,0,98224.0,801348
53fc2d6b3bae3e6f940000cd,Toys R Us,MOVE - THE SHOOT                        ,158,1,98222.0,777498
53fc2d6b3bae3e6f940000cc,Toys R Us,MOVE - START THE PARTY                  ,183,0,98220.0,777382
53fc2d6b3bae3e6f940000cb,Toys R Us,PS3 EYE PET                             ,154,0,98214.0,777196
53fc2d6b3bae3e6f940000ca,Toys R Us,PS3-GOTY LITTLE BIG PLANET              ,40,0,98208.0,827266
53fc2d6b3bae3e6f940000c9,Toys R Us,PS3-MLB 10 THE SHOW                     ,0,0,98207.0,825123
53fc2d6b3bae3e6f940000c8,Toys R Us,PS3-SINGSTAR QUEEN - GAME ONLY          ,0,0,98206.0,826863
53fc2d6b3bae3e6f940000c7,Toys R Us,PS3-SORCERY                             ,164,0,98203.0,817325
53fc2d6b3bae3e6f940000c6,Toys R Us,PS3-LITTLE BIG PLANET (OCT 27)          ,0,0,98199.0,801526
53fc2d6b3bae3e6f940000c5,Toys R Us,PS3-SINGSTAR ABBA (SOFTWARE ONLY)       ,0,0,98192.0,820377
53fc2d6b3bae3e6f940000c4,Toys R Us,PS3-SINGSTAR POP VOL 2 (SOFTWARE ONLY)  ,0,0,98186.0,818968
53fc2d6b3bae3e6f940000c3,Toys R Us,PS3 STAR HAWK                           ,382,5,98181.0,817295
53fc2d6b3bae3e6f940000c2,Toys R Us,PS3-MLB 09 THE SHOW                     ,0,0,98180.0,804754
53fc2d6b3bae3e6f940000c1,Toys R Us,MOVE - SPORTS CHAMPIONS                 ,155,1,98177.0,772232
53fc2d6b3bae3e6f940000c0,Toys R Us,PS3-RESISTANCE 3                        ,116,0,98176.0,776343
53fc2d6b3bae3e6f940000bf,Toys R Us,PS3-RATCHET CLANK ALL 4 ONE             ,24,0,98175.0,782769
53fc2d6b3bae3e6f940000be,Toys R Us,PS3-MOD NATION RACERS                   ,65,0,98167.0,829692
53fc2d6b3bae3e6f940000bd,Toys R Us,PS3-HEAVY RAIN                          ,99,1,98164.0,820253
53fc2d6b3bae3e6f940000bc,Toys R Us,PS3-SINGSTAR (STAND ALONE SOFTWARE)     ,0,0,98161.0,775517
53fc2d6b3bae3e6f940000bb,Toys R Us,GH-PS3-GT 5 PROLOGUE                    ,0,0,98158.0,814229
53fc2d6b3bae3e6f940000ba,Toys R Us,PS3-WHITE KNIGHT CHRONICLES             ,0,0,98146.0,811602
53fc2d6b3bae3e6f940000b9,Toys R Us,PS3-SOCOM 4 US NAVY SEALS               ,91,0,98135.0,870854
53fc2d6b3bae3e6f940000b8,Toys R Us,GH-PS3-RATCHET CLANK TOOLS OF DESTRUCT  ,119,0,98127.0,774731
53fc2d6b3bae3e6f940000b7,Toys R Us,PS3-RATCHET CLANK CRACK IN TIME         ,0,0,98124.0,774227
53fc2d6b3bae3e6f940000b6,Toys R Us,PS3-UNCHARTED 2: AMONG THIEVES          ,0,0,98123.0,826588
53fc2d6b3bae3e6f940000b5,Toys R Us,PS3-RESISTANCE 2 (M-RATED MATURE)       ,193,1,98120.0,784435
53fc2d6b3bae3e6f940000b4,Toys R Us,PS3-INFAMOUS                            ,90,1,98119.0,823473
53fc2d6b3bae3e6f940000b3,Toys R Us,PS3-KILLZONE 2                          ,103,1,98116.0,777102
53fc2d6b3bae3e6f940000b2,Toys R Us,PS3-GRAN TURISMO 5                      ,13,0,98114.0,772550
53fc2d6b3bae3e6f940000b1,Toys R Us,PS3-GOD OF WAR 3                        ,164,0,98111.0,811114
53fc2d6b3bae3e6f940000b0,Toys R Us,PS3-MAG                                 ,0,0,98110.0,811300
53fc2d6b3bae3e6f940000af,Toys R Us,GH-PS3-RESISTANCE FALL OF MAN (RATED M) ,0,0,98107.0,783412
53fc2d6b3bae3e6f940000ae,Toys R Us,PS3-TWISTED METAL                       ,282,2,98106.0,776998
53fc2d6b3bae3e6f940000ad,Toys R Us,PS3-UNCHARTED DRAKES FORTUNE            ,96,0,98103.0,787051
53fc2d6b3bae3e6f940000ac,Toys R Us,PS3-GET FIT WITH MEL B                  ,0,0,90188.0,816566
53fc2d6a3bae3e6f940000ab,Toys R Us,PS3 - DS3 CONTROLLER - METALLIC GOLD,0,0,99071.0,106855
53fc2d6a3bae3e6f940000aa,Toys R Us,PS3-BOOK OF SPELLS MOVE SW BUNDLE,59,0,99061.0,770218
53fc2d6a3bae3e6f940000a9,Toys R Us,MOVE STARTER KIT                        ,48,0,99041.0,874337
53fc2d6a3bae3e6f940000a8,Toys R Us,PS3-MOVE WHEEL                          ,139,0,99040.0,10990
53fc2d6a3bae3e6f940000a7,Toys R Us,PS3-PULSE WIRELESS STEREO HEADSET ELITE ,241,1,99038.0,16036
53fc2d6a3bae3e6f940000a6,Toys R Us,PS3-PLAYSTATION EYE CAMERA              ,169,3,99029.0,59579
53fc2d6a3bae3e6f940000a5,Toys R Us,MOVE NAVIGATION CONTROLLER  ,242,0,99027.0,26080
53fc2d6a3bae3e6f940000a4,Toys R Us,MOVE MOTION CONTROLLER  ,84,0,99024.0,26074
53fc2d6a3bae3e6f940000a3,Toys R Us,PLAYSTATION 3D GLASSES                  ,125,0,99021.0,404691
53fc2d6a3bae3e6f940000a2,Toys R Us,PS3-BLU RAY REMOTE CONTROL V 2.0        ,111,0,99019.0,485497
53fc2d6a3bae3e6f940000a1,Toys R Us,PS3-PINK DUALSHOCK 3 CONTROLLER         ,183,2,99016.0,303267
53fc2d6a3bae3e6f940000a0,Toys R Us,PS3-DS 3 WHITE CONTROLLER               ,55,0,99014.0,524980
53fc2d6a3bae3e6f9400009f,Toys R Us,PS3-DS 3 DEEP RED CONTROLLER            ,165,11,99010.0,984027
53fc2d6a3bae3e6f9400009e,Toys R Us,PS3-DS 3 METALLIC BLUE CONTROLLER       ,56,4,99008.0,983470
53fc2d6a3bae3e6f9400009d,Toys R Us,PS3-DS 3 BLACK CONTROLLER               ,398,5,99005.0,569755
53fc2d6a3bae3e6f9400009c,Toys R Us,PS3-DS 3 URBAN CAMO                     ,55,0,99001.0,348007
53fc2d6a3bae3e6f9400009b,Toys R Us,PS3 NEW OWNER KIT   DS3 HDMI USB        ,58,1,98453.0,588687
53fc2d6a3bae3e6f9400009a,Toys R Us,MOVE-SPORTS CHAMPIONS/DEADMUND'S QUEST  ,7,0,98393.0,404713
53fc2d6a3bae3e6f94000099,Toys R Us,PS3 LITTLE BIG PLANET 2 SP ED BUNDLE    ,1,0,98392.0,807362
53fc2d6a3bae3e6f94000098,Toys R Us,PS3 MOVE GOLDENEYE SHARPSHOOT BUNDLE    ,0,0,98391.0,804193
53fc2d6a3bae3e6f94000097,Toys R Us,PS3-USB CABLE 9FT - CANADA              ,33,0,98385.0,404659
53fc2d6a3bae3e6f94000096,Toys R Us,PS3 MOVE TIGER WOODS BUNDLE             ,0,0,98374.0,205656
53fc2d6a3bae3e6f94000095,Toys R Us,PS3-RESISTANCE 3 DOOMSDAY ED            ,1,0,98367.0,788961
53fc2d6a3bae3e6f94000094,Toys R Us,PS3-HDMI CABLE 6.5FT - CANADA           ,114,0,98350.0,404640
53fc2d6a3bae3e6f94000093,Toys R Us,BLUETOOTH HEADSET URBAN CAMO - CANADA   ,190,1,98329.0,404624
53fc2d6a3bae3e6f94000092,Toys R Us,PS3 MOVE BUNDLE SPORTS                  ,6,0,98262.0,46655
53fc2d6a3bae3e6f94000091,Toys R Us,PS3 MOVE SHARP SHOOTER                  ,163,0,98100.0,400769
53fc2d6a3bae3e6f94000090,Toys R Us,PS3-BLUETOOTH HEADSET 2.0               ,67,0,98097.0,301779
53fc2d6a3bae3e6f9400008f,Toys R Us,PS3-BLUETOOTH HEADSET                   ,0,0,98095.0,294527
53fc2d6a3bae3e6f9400008e,Toys R Us,PS3-HDMI/USB CABLE PACK                 ,0,0,98090.0,291560
53fc2d6a3bae3e6f9400008d,Toys R Us,PS3-HDMI CABLE 6.5FT                    ,6,0,98089.0,425796
53fc2d6a3bae3e6f9400008c,Toys R Us,E-PLAYSTATION 3D DISPLAY BUNDLE         ,29,0,98078.0,318078
53fc2d6a3bae3e6f9400008b,Toys R Us,PS3-WIRELESS HEADSET                    ,42,0,98077.0,221880
53fc2d6a3bae3e6f9400008a,Toys R Us,PS3-DS3 CHARGE STATION                  ,10,0,98076.0,223417
53fc2d6a3bae3e6f94000089,Toys R Us,PS3-DS 3 MLB 11 EDITION                 ,0,0,98075.0,483524
53fc2d6a3bae3e6f94000088,Toys R Us,PS3 MOVE SHOOTING GRIP                  ,268,0,98063.0,57088
53fc2d6a3bae3e6f94000087,Toys R Us,MOVE - CHARGING STATION                 ,337,0,98060.0,54143
53fc2d6a3bae3e6f94000086,Toys R Us,MOVE NAV CONTROLLER                     ,48,0,98059.0,46760
53fc2d6a3bae3e6f94000085,Toys R Us,MOVE MOTION CONTROLLER                  ,13,0,98058.0,46671
53fc2d6a3bae3e6f94000084,Toys R Us,PS3-VERTICAL STAND                      ,0,0,98054.0,226769
53fc2d6a3bae3e6f94000083,Toys R Us,PS3-DS3 SILVER CONTROLLER               ,0,0,98051.0,983446
53fc2d6a3bae3e6f94000082,Toys R Us,PS3-USB AC ADAPTOR                      ,0,0,98049.0,673269
53fc2d6a3bae3e6f94000081,Toys R Us,PS3-WIRELESS TEXT KEYPAD                ,74,0,98048.0,425974
53fc2d6a3bae3e6f94000080,Toys R Us,PS3-BLU RAY REMOTE CONTROL              ,65,0,98046.0,364614
53fc2d6a3bae3e6f9400007f,Toys R Us,PS3-500GB LEGO HOBBIT BUNDLE,231,12,3000363.0,771287
53fc2d6a3bae3e6f9400007e,Toys R Us,PS3-500GB LAST OF US BUNDLE,260,6,3000240.0,770555
53fc2d6a3bae3e6f9400007d,Toys R Us,PS3-250GB THE LAST OF US HARDWARE BUNDLE,42,2,3000080.0,773635
53fc2d6a3bae3e6f9400007c,Toys R Us,PS3 250GB NHL 14 BUNDLE,-1,0,99292.0,773406
53fc2d6a3bae3e6f9400007b,Toys R Us,PS3 500GB GTAV BUNDLE,24,0,99289.0,772968
53fc2d6a3bae3e6f9400007a,Toys R Us,PS3 250GB UNCHARTED 3 PSN BUNDLE,5,0,99265.0,771317
53fc2d6a3bae3e6f94000079,Toys R Us,PS3 12GB CONSOLE,333,3,99242.0,772839
53fc2d6a3bae3e6f94000078,Toys R Us,PS3 500GB LEGACY BUNDLE INFAMOUS 2 GT5,0,0,99239.0,770469
53fc2d6a3bae3e6f94000077,Toys R Us,PS3 500GB GOD OF WAR ASCENSION BUNDLE,15,0,99182.0,771085
53fc2d6a3bae3e6f94000076,Toys R Us,PS3-500GB WHITE PSN PLUS BUNDLE,3,0,99179.0,771018
53fc2d6a3bae3e6f94000075,Toys R Us,PS3 250GB UNCHARTED GOTY DUST BUNDLE    ,13,0,99137.0,770261
53fc2d6a3bae3e6f94000074,Toys R Us,PS3-500GB HARDWARE BDLE-PSN PLUS 12MONTH,32,-1,99120.0,770607
53fc2d6a3bae3e6f94000073,Toys R Us,PS3 2012 BOXING WEEK HARDWARE          ,14,0,99118.0,770739
53fc2d6a3bae3e6f94000072,Toys R Us,PS3-500GB ASSASSIN'S CREED:AMERICAN REV.,3,0,99105.0,873039
53fc2d6a3bae3e6f94000071,Toys R Us,PS3-320GB NHL 13 BUNDLE                 ,9,1,99066.0,872490
53fc2d6a3bae3e6f94000070,Toys R Us,PS3-320GB HW BUNDLE-COD:MODERN WARFARE 3,9,0,99035.0,871753
53fc2d6a3bae3e6f9400006f,Toys R Us,PS3 320GB MOVE BUNDLE                   ,0,0,98470.0,771813
53fc2d6a3bae3e6f9400006e,Toys R Us,PS3 HARDWARE- 320GB UNCHARTED 3 BUNDLE  ,13,0,98438.0,786330
53fc2d6a3bae3e6f9400006d,Toys R Us,PS3 320GB CONSOLE,1,0,98424.0,771069
53fc2d6a3bae3e6f9400006c,Toys R Us,PS3 160GB CONSOLE V2                    ,7,0,98423.0,788899
53fc2d6a3bae3e6f9400006b,Toys R Us,PS3 160GB CONSOLE                       ,0,0,98418.0,777366
53fc2d6a3bae3e6f9400006a,Toys R Us,PS3 160GB CONSOLE BOXING DAY            ,12,0,98398.0,811440
53fc2d6a3bae3e6f94000069,Toys R Us,PS3 EVERYBODY DANCE BUNDLE              ,20,1,98330.0,807427
53fc2d6a3bae3e6f94000068,Toys R Us,PS3 320GB MOVE BUNDLE V2,10,0,98311.0,785547
53fc2d6a3bae3e6f94000067,Toys R Us,PS3 320GB INFAMOUS BUNDLE               ,0,0,98309.0,778915
53fc2d6a3bae3e6f94000066,Toys R Us,PS3 250GB CONSOLE                       ,0,0,98023.0,783692
53fc2d6a3bae3e6f94000065,Toys R Us,PS3 120GB CONSOLE                       ,0,0,98022.0,827878
53fc2d6a3bae3e6f94000064,Toys R Us,PS2-MOTORSTORM: ARTIC EDGE              ,0,0,97654.0,131075
53fc2d6a3bae3e6f94000063,Toys R Us,PS2-MLB 10 THE SHOW                     ,0,0,97653.0,415960
53fc2d6a3bae3e6f94000062,Toys R Us,PS2-SINGSTAR COUNTRY (SOFTWARE ONLY)    ,0,0,97651.0,528110
53fc2d6a3bae3e6f94000061,Toys R Us,PS2-SINGSTAR COUNTRY BUNDLE             ,0,0,97650.0,527920
53fc2d6a3bae3e6f94000060,Toys R Us,PS2-SINGSTAR POP VOL 2 (STAND ALONE)    ,0,0,97649.0,442399
53fc2d6a3bae3e6f9400005f,Toys R Us,PS2-SINGSTAR QUEEN  - GAME ONLY         ,0,0,97643.0,922390
53fc2d6a3bae3e6f9400005e,Toys R Us,PS2-SINGSTAR LEGENDS (SOFTWARE ONLY)    ,0,0,97640.0,527882
53fc2d6a3bae3e6f9400005d,Toys R Us,PS2-BUZZ JR ROBO JAM GAME ONLY          ,0,0,97634.0,523682
53fc2d6a3bae3e6f9400005c,Toys R Us,PS2-BUZZ HOLLYWOOD QUIZ GAME ONLY       ,0,0,97633.0,523704
53fc2d6a3bae3e6f9400005b,Toys R Us,PS2-SINGSTAR 90'S BUNDLE                ,0,0,97626.0,456659
53fc2d6a3bae3e6f9400005a,Toys R Us,PS2-NBA 09 THE INSIDE                   ,0,0,97625.0,482498
53fc2d6a3bae3e6f94000059,Toys R Us,PS2-SECRET AGENT CLANK                  ,0,0,97623.0,844055
53fc2d6a3bae3e6f94000058,Toys R Us,PS2-SINGSTAR 80'S GAME ONLY             ,0,0,97622.0,194913
53fc2d6a3bae3e6f94000057,Toys R Us,PS2-RATCHET AND CLANK SIZE MATTERS      ,0,0,97615.0,462632
53fc2d6a3bae3e6f94000056,Toys R Us,PS2-SINGSTAR AMPED GAME ONLY            ,0,0,97612.0,194875
53fc2d6a3bae3e6f94000055,Toys R Us,PS2-SINGSTAR AMPED BUNDLE               ,0,0,97611.0,27170
53fc2d6a3bae3e6f94000054,Toys R Us,PS2-BUZZ HOLLYWOOD QUIZ BUNDLE          ,0,0,97594.0,466026
53fc2d6a3bae3e6f94000053,Toys R Us,PS2-SYPHON FILTER LOGANS SHADOW         ,0,0,97584.0,17779
53fc2d6a3bae3e6f94000052,Toys R Us,PS2-MLB 08                              ,0,0,97583.0,510343
53fc2d6a3bae3e6f94000051,Toys R Us,PS2-SINGSTAR ROCKS BUNDLE               ,0,0,97571.0,517267
53fc2d6a3bae3e6f94000050,Toys R Us,PS2-JAK & DAXTER: LOST FRONTIER         ,0,0,97558.0,183008
53fc2d6a3bae3e6f9400004f,Toys R Us,GH-PS2-TOURIST TROPHY                   ,0,0,97502.0,28630
53fc2d6a3bae3e6f9400004e,Toys R Us,GH-PS2-ATV OFFROAD FURY 4               ,0,0,97479.0,256870
53fc2d6a3bae3e6f9400004d,Toys R Us,GH-PS2-SOCOM 3                          ,0,0,97474.0,600040
53fc2d6a3bae3e6f9400004c,Toys R Us,GH-PS2-SHADOW OF THE COLOSSUS           ,0,0,97472.0,622567
53fc2d6a3bae3e6f9400004b,Toys R Us,GH-PS2-RATCHET:DEADLOCKED               ,0,0,97465.0,622338
53fc2d6a3bae3e6f9400004a,Toys R Us,GH-PS2-JAK X:COMBAT RACING              ,0,0,97429.0,916838
53fc2d6a3bae3e6f94000049,Toys R Us,E-GH-PS2-ATV OFFROAD FURY 3             ,0,0,97405.0,247626
53fc2d6a3bae3e6f94000048,Toys R Us,E-GH-PS2-HOT SHOTS GOLF FORE!           ,0,0,97401.0,176796
53fc2d6a3bae3e6f94000047,Toys R Us,GH-PS2-GOD OF WAR (RATED M MATURE)      ,0,0,97399.0,344826
53fc2d6a3bae3e6f94000046,Toys R Us,GH-PS2-RATCHET & CLANK:UP YOUR ARSENAL  ,0,0,97353.0,247596
53fc2d6a3bae3e6f94000045,Toys R Us,GH-PS2-GRAN TURISMO 4                   ,0,0,97328.0,934836
53fc2d6a3bae3e6f94000044,Toys R Us,GH-PS2-SLY 2 BAND OF THIEVES            ,0,0,97316.0,176788
53fc2d6a3bae3e6f94000043,Toys R Us,GH-PS2-JAK & DAXTER                     ,0,0,97124.0,624071
53fc2d6a3bae3e6f94000042,Toys R Us,PS2 DUALSHOCK 2 CONTROLLER BLACK        ,0,0,97026.0,560219
53fc2d6a3bae3e6f94000041,Toys R Us,PS2 MEMORY CARD                         ,1,0,97027.0,842133
53fc2d6a3bae3e6f94000040,Toys R Us,PS2-TOY STORY 3 BUNDLE                  ,0,0,97720.0,809861
53fc2d6a3bae3e6f9400003f,Toys R Us,PS2 SLIM HARDWARE                       ,0,0,97706.0,820113
53fc2d6a3bae3e6f9400003e,Toys R Us,PS3 PSP-PSN NETWORK CARD $50            ,0,0,94147.0,103691
53fc2d6a3bae3e6f9400003d,Toys R Us,PS3 PSP-PSN NETWORK CARD $20            ,0,0,94146.0,103667
53fc2d6a3bae3e6f9400003c,Toys R Us,PSX DUAL SHOCK CONTROLLER (CLEAR)       ,0,0,94082.0,1953
53fc2d6a3bae3e6f9400003b,Toys R Us,PSX DUAL SHOCK CONTROLLER-BLUE,0,0,94038.0,1988
53fc2d6a3bae3e6f9400003a,Toys R Us,PSX DIAMOND BLK. DUAL SHOCK CONTROLLER,-1,0,94080.0,1937
53fc2d6a3bae3e6f94000039,Toys R Us,PSX DUAL SHOCK CTRL (RED)               ,0,0,94037.0,2003
